2015-02-23T04:26:09.642000	Logging begins
2015-02-23T04:26:27.726000	User interrupted
2015-02-23T04:26:27.726000	Logging terminated
2015-02-23T04:32:54.274000	Logging begins
2015-02-23T04:32:55.835000	User interrupted
2015-02-23T04:32:55.835000	Logging terminated
2015-02-23T04:33:32.419000	Logging begins
2015-02-23T04:33:33.589000	User interrupted
2015-02-23T04:33:33.589000	Logging terminated
2015-02-23T05:50:31.295000	Logging begins
2015-02-23T05:50:33.942000	User interrupted
2015-02-23T05:50:33.942000	Logging terminated
2015-02-23T05:51:45.721000	Logging begins
2015-02-23T05:51:47.562000	User interrupted
2015-02-23T05:51:47.562000	Logging terminated
2015-02-23T05:52:03.893000	Logging begins
2015-02-23T05:52:05.054000	User interrupted
2015-02-23T05:52:05.054000	Logging terminated
2015-02-23T05:52:25.488000	Logging begins
2015-02-23T05:52:27.708000	User interrupted
2015-02-23T05:52:27.708000	Logging terminated
2015-02-23T05:52:43.140000	Logging begins
2015-02-23T05:52:45.440000	User interrupted
2015-02-23T05:52:45.440000	Logging terminated
2015-02-23T05:54:32.224000	Logging begins
2015-02-23T05:54:33.406000	User interrupted
2015-02-23T05:54:33.406000	Logging terminated
2015-02-23T06:01:51.121000	Logging begins
2015-02-23T06:01:52.669000	User interrupted
2015-02-23T06:01:52.669000	Logging terminated
2015-02-23T06:05:21.435000	Logging begins
2015-02-23T06:05:24.135000	User interrupted
2015-02-23T06:05:24.135000	Logging terminated
2015-02-23T06:07:03.291000	Logging begins
2015-02-23T06:07:05.432000	User interrupted
2015-02-23T06:07:05.432000	Logging terminated
2015-02-23T06:10:38.707000	Logging begins
2015-02-23T06:10:40.598000	User interrupted
2015-02-23T06:10:40.598000	Logging terminated
2015-02-23T06:11:00.359000	Logging begins
2015-02-23T06:11:02.080000	User interrupted
2015-02-23T06:11:02.080000	Logging terminated
2015-02-23T06:11:27.042000	Logging begins
2015-02-23T06:11:28.852000	User interrupted
2015-02-23T06:11:28.852000	Logging terminated
2015-02-23T06:14:43.435000	Logging begins
2015-02-23T06:14:45.895000	User interrupted
2015-02-23T06:14:45.895000	Logging terminated
2015-02-23T06:16:11.035000	Logging begins
2015-02-23T06:16:15.496000	User interrupted
2015-02-23T06:16:15.496000	Logging terminated
2015-02-23T06:19:45.681000	Logging begins
2015-02-23T06:19:48.532000	User interrupted
2015-02-23T06:19:48.532000	Logging terminated
2015-02-23T06:21:25.483000	Logging begins
2015-02-23T06:21:32.428000	User interrupted
2015-02-23T06:21:32.428000	Logging terminated
2015-02-23T06:25:07.612000	Logging begins
2015-02-23T06:25:11.094000	User interrupted
2015-02-23T06:25:11.094000	Logging terminated
2015-02-23T06:26:43.035000	Logging begins
2015-02-23T06:26:45.117000	User interrupted
2015-02-23T06:26:45.117000	Logging terminated
2015-02-23T06:27:36.753000	Logging begins
2015-02-23T06:27:39.474000	User interrupted
2015-02-23T06:27:39.474000	Logging terminated
2015-02-23T06:29:30.675000	Logging begins
2015-02-23T06:29:33.975000	User interrupted
2015-02-23T06:29:33.975000	Logging terminated
2015-02-23T06:34:48.978000	Logging begins
2015-02-23T06:35:00.420000	User interrupted
2015-02-23T06:35:00.420000	Logging terminated
2015-02-23T06:39:07.607000	Logging begins
2015-02-23T06:39:09.888000	User interrupted
2015-02-23T06:39:09.888000	Logging terminated
2015-02-23T06:39:37.511000	Logging begins
2015-02-23T06:39:39.631000	User interrupted
2015-02-23T06:39:39.631000	Logging terminated
2015-02-23T06:40:25.266000	Logging begins
2015-02-23T06:40:28.587000	User interrupted
2015-02-23T06:40:28.587000	Logging terminated
2015-02-23T06:44:00.342000	Logging begins
2015-02-23T06:44:06.643000	User interrupted
2015-02-23T06:44:06.643000	Logging terminated
2015-02-23T06:44:35.337000	Logging begins
2015-02-23T06:44:46.747000	User interrupted
2015-02-23T06:44:46.747000	Logging terminated
2015-02-23T06:44:51.128000	Logging begins
2015-02-23T06:44:54.839000	User interrupted
2015-02-23T06:44:54.839000	Logging terminated
2015-02-23T06:45:00.210000	Logging begins
2015-02-23T06:45:08.782000	User interrupted
2015-02-23T06:45:08.782000	Logging terminated
2015-02-23T06:46:53.027000	Logging begins
2015-02-23T06:47:11.279000	Logging begins
2015-02-23T07:03:05.809000	User interrupted
2015-02-23T07:03:05.809000	Logging terminated
2015-02-23T07:03:14.046000	Logging begins
2015-02-23T07:03:33.016000	Logging begins
2015-02-23T07:03:43.515000	User interrupted
2015-02-23T07:03:43.515000	Logging terminated
2015-02-23T07:04:07.929000	Logging begins
2015-02-23T07:06:23.307000	User interrupted
2015-02-23T07:06:23.307000	Logging terminated
2015-02-23T07:06:25.179000	Logging begins
2015-02-23T07:32:26.674000	User interrupted
2015-02-23T07:32:26.674000	Logging terminated
2015-02-23T08:15:52.521000	Logging begins
2015-02-24T07:52:39.088805	Logging begins
2015-02-24T08:11:05.519322	User interrupted
2015-02-24T08:11:05.519587	Logging terminated
2015-02-24T08:11:08.077087	Logging begins
2015-02-24T19:29:44.721381	Logging begins
2015-02-24T20:43:38.856137	User interrupted
2015-02-24T20:43:38.856667	Logging terminated
2015-02-24T20:43:41.975091	Logging begins
2015-02-24T21:26:32.812501	Logging begins
2015-02-24T21:26:46.607357	User interrupted
2015-02-24T21:26:46.608079	Logging terminated
2015-02-24T21:26:50.108814	Logging begins
2015-02-24T21:37:15.153452	Logging begins
2015-02-24T22:00:47.755991	User interrupted
2015-02-24T22:00:47.756377	Logging terminated
2015-02-24T22:00:50.350933	Logging begins
2015-02-24T22:16:17.885892	Logging begins
